responseid,recordeddate,duration,q1_opcao,q1_nota,q2,plataforma,pesquisa,referer,di_device_type,pubaccid,list_id,category_id,intercept_show_phone,intercept_adview_buyer_sent_msg,intercept_chatlist_buyer_sent_msg,intercept_user_clicked_on_adreply,dt
R_1EZpmUDTYi8hzfQ,2021-12-20T13:30:19.629Z,109,"É ruim, tenho dificuldade",2,"Vendedores com falta de informação, demora na resposta e tambem produtos com propaganda enganosa, muitos vendedores manipulam os clientes, então o sistema poderia ser otimizado, para evitar esse tipo de vendedor, e deveria haver um sistema de qualificação quando o pagamento é feito via olx PAY.",Web,OLX_Buyer_Negotiation,https://pr.olx.com.br/,desktop,6b16bfa2-046a-471a-9f93-e8b1542a900e,966351173,11020,,Sim,,,2022-02-18
R_2rVjdWeW2GecqZU,2021-12-20T13:39:47.560Z,115,"É boa, consigo negociar",3,"Trabalhar a questão do OLXPay, para trazer mais segurança e tranquilidade pros anunciantes. Os vendedores tem medo de golpe quando vão vender os produtos. Estou com muita dificuldade em comprar um instrumento musical pelo OLXPay pois os vendedores pensam que estou querendo aplicar um golpe. Entendo que desse jeito o OLXPay nunca será considerado na hora de anunciar",Web,OLX_Buyer_Negotiation,https://df.olx.com.br/,desktop,beb1de6d-9b0c-488e-866d-4771720ef906,959616854,11020,,Sim,,,2022-02-18
R_03scBSI416navKN,2021-12-20T13:42:45.936Z,75,É muito bom negociar na OLX,4,"Acho ótima a plataforma, só o que está dificultando um pouco é a quantidade de anúncios vendendo carta de crédito.",Web,OLX_Buyer_Negotiation,https://df.olx.com.br/,desktop,8f97ce2c-97bc-43eb-b5dc-fbcaadf679f6,indefinido,2020,Sim,,,,2022-02-18
R_2QLId9qlb4VReIX,2021-12-20T13:44:46.252Z,23,"É boa, consigo negociar",3,nao,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,a71d6d1d-52ff-43e1-8095-987e97786c59,indefinido,1020,Sim,,,,2022-02-18
R_1q1X9mGDftWPkIY,2021-12-20T13:45:57.628Z,12,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://pb.olx.com.br/,mobile,bf6fd062-967e-402f-aeaa-e26efc38cb67,960936927,2020,,Sim,,,2022-02-18
R_3kEXADmUzo4fJw9,2021-12-20T13:48:53.114Z,13,"É boa, consigo negociar",3,não,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,1a1ce671-494b-45e9-8776-f2f1937837a7,indefinido,indefinido,,,Sim,,2022-02-18
R_3fSFotmsAZZvh4u,2021-12-20T13:56:01.650Z,37,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,,desktop,910a622b-eabc-4faa-a0cf-5e8431131f07,indefinido,indefinido,,,Sim,,2022-02-18
R_3NLpbkFYdSLAb2T,2021-12-20T14:05:12.897Z,9,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,10ccbc72-00dc-4e32-bda9-7037d21ff047,962175098,1040,,Sim,,,2022-02-18
R_2t4gSoDO3VO9HaP,2021-12-20T14:05:53.963Z,37,É muito bom negociar na OLX,4,"A plataforma é uma boa maneira de negociar com segurança!
",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,a52b021b-c003-4f0c-b19b-9091ac63b207,indefinido,indefinido,,,Sim,,2022-02-18
R_1JJcgqUju0azrh4,2021-12-20T14:14:45.258Z,14,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,3f8a9085-00d5-445d-9473-371a114964af,935080393,2020,,Sim,,,2022-02-18
R_1MVOLiesrEa53cj,2021-12-20T14:14:59.360Z,8,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://pe.olx.com.br/,desktop,09a76aa2-8a6a-4d44-a357-eff95d1ed77a,963776519,9020,,Sim,,,2022-02-18
R_R8eWLCz4JEVrzRn,2021-12-20T14:15:36.279Z,15,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://pe.olx.com.br/,mobile,3f72ca45-1938-4cee-a7a8-a5afb69b358a,971241008,1040,,Sim,,,2022-02-18
R_11ZzekEna2CiPQ9,2021-12-20T14:21:25.833Z,8,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,desktop,b6164e76-cb75-468a-bd30-7cf8ba0edff2,indefinido,2060,Sim,,,,2022-02-18
R_6tW7cxXk99NDZXX,2021-12-20T14:27:44.987Z,20,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,b6bec4ea-b8ae-4acd-bb33-3363961e9ba8,indefinido,indefinido,,,Sim,,2022-02-18
R_3q8SelezK6nv1St,2021-12-20T14:27:49.248Z,7,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,desktop,ebbc2754-5755-4699-ad59-64f2708a6c06,indefinido,1000,Sim,,,,2022-02-18
R_20UytGS2q8PceYU,2021-12-20T14:28:58.365Z,20,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,b4e5dca7-4db3-4b93-bfa0-1a0ba648db92,indefinido,indefinido,,,Sim,,2022-02-18
R_2tg0PnUsY4dUObJ,2021-12-20T14:33:23.930Z,31,"É ruim, tenho dificuldade",2,,Web,OLX_Buyer_Negotiation,https://pe.olx.com.br/,mobile,b48cf2b8-f723-45b6-bef2-de4f4539150d,indefinido,2101,Sim,,,,2022-02-18
R_1C8fYJQknH3pyMd,2021-12-20T14:36:12.111Z,26,"É péssimo, nunca consigo fechar negócio",1,"e muito dificil encontrar alguem que realmente venda por olx pay
",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,4768c9f6-9e1e-4bdc-899b-5a532aa227ed,indefinido,indefinido,,,Sim,,2022-02-18
R_3OkJQi1WN04Dp9H,2021-12-20T14:41:21.039Z,366,"É boa, consigo negociar",3,"Deveria haver um controle sobre o que já foi vendido e informar que não esta mais disponível. Deve se possível consultar os produtos já vendidos para que possamos representar como comprado pela internet quando não temos nota fiscal do protuto. Hoje o site simplesmente tira do ar á página.Por exemplo, No mercado livre as informações dos produtos são informadas como anuncio finalizado.

Existem muitos bandidos utilizando a OLX. O mesmo anunciante coloca que vende em uma cidade e em outra e assim por diante.",Web,OLX_Buyer_Negotiation,https://pe.olx.com.br/,desktop,55cb6a63-aaa3-488d-8542-a27c41923298,indefinido,3060,Sim,,,,2022-02-18
R_1g5r5NZFW6qmsoO,2021-12-20T14:44:17.680Z,20,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://ms.olx.com.br/,desktop,3cb7c62f-f0c2-4786-9a9f-5bfe62db5409,indefinido,5080,Sim,,,,2022-02-18
R_RPLStoBryi3ovbr,2021-12-20T14:57:41.946Z,11,É muito bom negociar na OLX,4,ok,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,cef31985-0f62-4fcc-9888-61751fda91e8,indefinido,indefinido,,,Sim,,2022-02-18
R_3qjrHQ51ugc27FX,2021-12-20T15:07:32.360Z,1199,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,21567360-403e-4126-9b24-329dcd773e61,indefinido,indefinido,,,Sim,,2022-02-18
R_28AiQtd4xu1TuXF,2021-12-21T15:01:45.535Z,6,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,0216ae20-78f7-49fc-8ae2-fdd6fcd0eb12,970721389,3040,,Sim,,,2022-02-18
R_2zSKKY9hXgCmNie,2021-12-21T15:07:20.589Z,8,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,3144caa1-9163-481d-84f2-2c5af0e79f5f,957798255,7060,,Sim,,,2022-02-18
R_1CgBHnVa1fx7JqE,2021-12-21T15:10:24.441Z,38,É muito bom negociar na OLX,4,GRANDE PARTE DOS ANUNCIOS NÃO TEM O NUMERO DE TELEFONE SÓ O CHAT,Web,OLX_Buyer_Negotiation,https://ms.olx.com.br/,desktop,a4453da9-f386-46db-a9aa-a88b6dc5acd9,971599732,5040,,Sim,,,2022-02-18
R_1EiEzoh6sGqoZ3P,2021-12-21T15:11:52.944Z,134,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,202b54eb-a39a-47ce-90ac-2debc3c0a474,970505326,2101,,Sim,,,2022-02-18
R_3MzmXAmfJF0tsN8,2021-12-21T15:14:19.579Z,7,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,f7ec268b-4018-43f9-adf8-4713f4ed3c5a,970025496,5040,,Sim,,,2022-02-18
R_3EFS4AudVH61JgB,2021-12-21T15:18:08.348Z,21,"É ruim, tenho dificuldade",2,Não,Web,OLX_Buyer_Negotiation,https://ma.olx.com.br/,desktop,12bc0687-e0fb-4776-8f1a-1168103f2c20,963871375,1040,,Sim,,,2022-02-18
R_20T1f5YX20fCqfi,2021-12-21T15:20:35.692Z,6,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,7dab4cf3-1137-4622-a9d8-2462eb9aeeea,indefinido,indefinido,,,Sim,,2022-02-18
R_22X2W8s9UlQ7WLd,2021-12-21T15:22:21.601Z,60,É muito bom negociar na OLX,4,"Consigo vender normalmente , e em caso de compras nunca de sinal",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,b4cc60f1-8694-4889-ad75-5bca93fe6a24,indefinido,indefinido,,,Sim,,2022-02-18
R_3R7vujTH8QCCqiG,2021-12-21T15:26:38.537Z,7,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,e40f70eb-8e06-4a43-a243-0ca0bf6c8ba4,indefinido,indefinido,,,Sim,,2022-02-18
R_sG9E0DOs2vAR5h7,2021-12-21T15:28:12.250Z,10,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://se.olx.com.br/,desktop,6874f682-6327-4101-a5f5-52a60f7997ca,indefinido,3080,Sim,,,,2022-02-18
R_2f88qEQ3I8WWCaJ,2021-12-21T15:28:54.634Z,34,É muito bom negociar na OLX,4,Tenho vendido e comprado muito coisa na OLX   ,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,46b4e03e-1092-46ef-b47b-c9628d403869,indefinido,indefinido,,,Sim,,2022-02-18
R_1puKO7gGUd31KFO,2021-12-21T15:32:32.874Z,36,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,desktop,82176b05-7bbb-4319-be79-24a1cdb0c6bb,971440738,2060,,Sim,,,2022-02-18
R_3DolUeFsbp57167,2021-12-21T15:40:14.194Z,70,"É ruim, tenho dificuldade",2,"O APP não manda notificações do chat. Apenas cupons que não tem serventia. A segurança é falha, cheio de golpes e anuncios duplicados. ",Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,desktop,bf89856d-c1f1-4c42-a339-27591186b73b,indefinido,2020,Sim,,,,2022-02-18
R_1MPM2EafdOkRdbw,2021-12-21T15:55:51.427Z,11,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,6cf97c68-0787-4380-98a6-e017349c7136,indefinido,indefinido,,,Sim,,2022-02-18
R_3rH55Lzxd1fU1gf,2021-12-21T16:01:07.079Z,15,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://df.olx.com.br/,desktop,2e575a6e-2182-4167-8ccd-aefdd515ebce,970941456,2020,,Sim,,,2022-02-18
R_eM2LfYt8TZEpBoR,2021-12-21T16:01:33.109Z,12,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,2c732af0-1779-4005-b0bd-42c189f7c4d2,964279323,12060,,Sim,,,2022-02-18
R_1qUkgE2ahPoOaEQ,2021-12-21T16:05:45.939Z,7,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,90917a9a-73a2-4704-ac94-d24ad2e5d176,indefinido,indefinido,,,Sim,,2022-02-18
R_3KoKx5KjuIl2s86,2021-12-21T16:06:37.915Z,25,"É boa, consigo negociar",3,"muito boa
",Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,3f860de1-4f52-414c-80da-cd4858228ffb,969678463,7020,,Sim,,,2022-02-18
R_xxAg8ivH26566Nr,2021-12-21T16:18:17.003Z,18,"É ruim, tenho dificuldade",2,,Web,OLX_Buyer_Negotiation,https://am.olx.com.br/,desktop,cee932ef-6c06-431f-9eee-49be3c6e5ff6,indefinido,,Sim,,,,2022-02-18
R_WprwKRND6bqmjn3,2021-12-21T16:23:09.382Z,8,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,cc617b9b-31c3-4e96-8350-bea9023ae32d,indefinido,indefinido,,,Sim,,2022-02-18
R_3NWJuqUBF499A7i,2021-12-21T16:32:24.675Z,16,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,mobile,5af93e39-fd67-475e-9446-c33d9ca87e6b,indefinido,1040,Sim,,,,2022-02-18
R_zeDOGm2hKQ0kEZH,2021-12-21T16:38:27.134Z,9,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,1965ee3c-94ab-4538-9dad-314156be2105,indefinido,indefinido,,,Sim,,2022-02-18
R_8IeZqytFhw3L2sF,2021-12-21T16:41:30.873Z,18,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://es.olx.com.br/,desktop,26c82d0e-6810-4fb2-ad40-e999cea276e3,indefinido,2020,Sim,,,,2022-02-18
R_31RWEmNZR3EQxNh,2021-12-21T16:43:34.615Z,12,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,mobile,ddf6af28-94b8-4b49-95b3-532c647e6cc7,indefinido,7020,Sim,,,,2022-02-18
R_2zBY5vOazFuReM3,2021-12-21T16:46:51.391Z,64,"É ruim, tenho dificuldade",2,"o sistema de mensagens, chat , de voces é sempre instavel, trava direto no smartphone android. Quando clica em filtrar a pesquisa acontece a mesma coisa. Precisam melhorar o pessoal de TI, tenho varias ideias, sou de TI tambem. Estou disponivel para duvidas.",Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,ce24252c-2161-4276-9e66-0b919adc88f4,indefinido,2060,Sim,,,,2022-02-18
R_22LxIlF0ZupCB05,2021-12-21T16:58:46.941Z,12,É muito bom negociar na OLX,4,"muito bom
",Web,OLX_Buyer_Negotiation,https://mg.olx.com.br/,desktop,546e86d8-248a-4828-927c-7e3195d2ce94,indefinido,3080,Sim,,,,2022-02-18
R_1GxZz2L0vikjUrg,2021-12-21T17:02:03.077Z,79,"É ruim, tenho dificuldade",2,"muito anuncio falso.... o que masi me irrita é procurar apartamento pra alugar e as informações estarem pela metade, mal escritas (dificil de entender), mas pricipalmente A QUANTIDADE ABSURDA DE CORRETORES DE IMOVEIS VENDENDO APARTAMENTO NA CATEGORIA PARA ALUGAR.",Web,OLX_Buyer_Negotiation,https://es.olx.com.br/,desktop,2141b3c5-48b3-4a73-a508-76638056f732,indefinido,1020,Sim,,,,2022-02-18
R_264k0li1kJeRTs7,2021-12-21T17:03:23.634Z,12,"É péssimo, nunca consigo fechar negócio",1,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,4a5586df-6819-4a13-a0b9-fb0ffe039821,indefinido,indefinido,,,Sim,,2022-02-18
R_9MhbIpeIP5TGq3f,2021-12-21T17:05:22.673Z,19,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,f075f923-33c4-4ef5-9574-69b6b9fa94fc,indefinido,indefinido,,,Sim,,2022-02-18
R_2qyJcTngSBsahEB,2021-12-21T17:18:13.047Z,22,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://pr.olx.com.br/,desktop,4a291a5d-1e98-49b0-8da5-276e98cf5b32,indefinido,2020,Sim,,,,2022-02-18
R_SGK1iUIOoYrBrZT,2021-12-22T17:05:57.746Z,5,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://sc.olx.com.br/,desktop,f250d9f7-696a-4688-a84c-224c7996f2b2,indefinido,3040,Sim,,,,2022-02-18
R_274199Rpn7LTr89,2021-12-22T17:07:24.801Z,8,"É ruim, tenho dificuldade",2,,Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,mobile,76418f68-98e7-41a8-a2db-7f992df2aa26,indefinido,7060,Sim,,,,2022-02-18
R_1nMY2nBacwbnItl,2021-12-22T17:07:39.737Z,9,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,c95543aa-a64f-482e-adb7-e587b9519215,indefinido,2020,Sim,,,,2022-02-18
R_57sQ7OSLEla89NL,2021-12-22T17:09:08.644Z,9,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,desktop,34ea41f4-2a04-4846-ae97-4cf8e648ccd6,961568471,3040,,Sim,,,2022-02-18
R_3ozLIV7C0bTKrH3,2021-12-22T17:25:27.798Z,10,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,mobile,67916784-0dd2-4a12-9322-9647d53cdbbb,indefinido,1040,Sim,,,,2022-02-18
R_rjvVaZIQfd4KTQd,2021-12-22T17:27:19.083Z,19,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://pe.olx.com.br/,mobile,332728d2-19b3-4278-b60b-69502910bac7,958537096,2040,,Sim,,,2022-02-18
R_2EHwu8I3Ne7pJdF,2021-12-22T17:31:12.310Z,15,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://pe.olx.com.br/,desktop,70847c8e-1f93-4215-88f8-847a8278a638,indefinido,1040,Sim,,,,2022-02-18
R_1NrcZ6vkwAeWTGH,2021-12-22T17:32:30.481Z,30,É muito bom negociar na OLX,4,"facilidade na venda de alguns produtos.
",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,8e8cac63-d570-4cff-b8bb-98ca37edcdcb,indefinido,indefinido,,,Sim,,2022-02-18
R_sMeYbec5TGFwHhn,2021-12-22T17:33:11.684Z,10,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://df.olx.com.br/,desktop,109ad357-202e-4acd-8361-163f6f9bc0a4,971418440,8040,,Sim,,,2022-02-18
R_0dGaEhPOYbjS9K9,2021-12-22T17:50:45.118Z,14,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,6ef39fe7-45a3-4480-9a0f-2163a4dd9bc9,indefinido,indefinido,,,Sim,,2022-02-18
R_AEYYXddF8XuSYlr,2021-12-22T17:52:01.053Z,35,"É boa, consigo negociar",3,Nem sempre os filtros funcionam bem...,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,c1ab6732-2c0f-43ce-be83-6fe6804bc15b,indefinido,indefinido,,,Sim,,2022-02-18
R_3D58va9QvbQnxgc,2021-12-22T17:53:43.617Z,10,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://pa.olx.com.br/,desktop,e1a84dbf-cbc4-48d9-b8da-5c83497ba3d0,indefinido,3060,Sim,,,,2022-02-18
R_25WpQTBbivDQCX2,2021-12-22T17:54:36.750Z,16,É muito bom negociar na OLX,4,Bom,Web,OLX_Buyer_Negotiation,https://mg.olx.com.br/,mobile,4979e493-206f-4dba-a48f-6d386dd48f9a,indefinido,3060,Sim,,,,2022-02-18
R_262zMZmSTG1BaqW,2021-12-22T17:55:11.888Z,21,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,b5fcd199-ef98-4798-bf99-03389b922094,indefinido,2020,Sim,,,,2022-02-18
R_e4ZQLaw3mV42bC1,2021-12-22T18:16:59.793Z,8,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://mg.olx.com.br/,desktop,deff2397-51d6-4fa8-a737-dbff4cdc8ca6,indefinido,undefined,Sim,,,,2022-02-18
R_2D7WijvK0b5beac,2021-12-22T18:18:34.749Z,9,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://go.olx.com.br/,desktop,a2dededf-c166-462d-922d-2bfdc115da2b,947707847,2020,,Sim,,,2022-02-18
R_UhbXIA3ZupN4n17,2021-12-22T18:19:32.689Z,110,É muito bom negociar na OLX,4,Muito bom o App recomendo  .,Web,OLX_Buyer_Negotiation,https://go.olx.com.br/grande-goiania-e-anapolis/ciclismo/bicicleta-971368697,mobile,9f89c418-6199-4c6f-8165-51458662c8a4,971368697,6060,,Sim,,,2022-02-18
R_1QhhAHH83aeICAx,2021-12-22T18:20:01.595Z,50,É muito bom negociar na OLX,4,Tudo  que necessitei consegui  adquirir,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/chats?chat_id===vjnvRVGu04HptfL3IUwByoiZni8JzNDYBRjAAdgz7R0%3D==@conference.olxbr,mobile,faaf5795-21a5-4ace-987c-027ff842bce9,indefinido,indefinido,,,Sim,,2022-02-18
R_2CcZQBcLQTw1i4B,2021-12-22T18:20:20.636Z,32,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://pb.olx.com.br/,desktop,fd146fe6-084d-41b3-9de4-104b5f967d84,indefinido,1020,Sim,,,,2022-02-18
R_w6szM4Dk2rAzHuV,2021-12-22T18:41:07.348Z,51,É muito bom negociar na OLX,4,site otimo para qualquer negocio,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,1b889eaa-0f00-4c5d-9319-c393496fedb4,indefinido,indefinido,,,Sim,,2022-02-18
R_22kQCJaHpyA762a,2021-12-22T18:45:58.257Z,74,"É ruim, tenho dificuldade",2,"muitos garragistas nem respondem ou querem que vá ate a garagem, se a venda em sait eles tem que proporcionar agilidade ,  video ,  forma de  pagamentos .",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,d7f62b99-da52-432b-845c-845f9bd938c6,indefinido,indefinido,,,Sim,,2022-02-18
R_1MY6s0bnflEXR9e,2021-12-22T18:49:33.032Z,14,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,38ff8710-a3db-4bb3-86fa-b9196fe7b221,indefinido,indefinido,,,Sim,,2022-02-18
R_1LLqYZTYLpzX9Vr,2021-12-22T18:50:21.591Z,118,"É péssimo, nunca consigo fechar negócio",1,"Todo anuncio que procuro, procuro ter compra segura e entrega segura, sinto mais credibilidade comprando assim, mas eles anunciam com essa vantagem e na hora de fechar ninguem aceita, ai eu compro e eles cancelam , os vendedores que fazem isso, deviam ser punidos pela plataforma, anunciam e depois nao vendem, ai quando compro, passo o cartao, aprova e depois tem que ficar estornando no cartao. Uma tremenda dor de cabeça",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,b9194b27-c671-4c72-b9d7-02045fb3bb62,indefinido,indefinido,,,Sim,,2022-02-18
R_u2sssDdKB6wmTw5,2021-12-22T19:01:20.123Z,16,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,67f74cd8-940b-4267-98b5-63874a86e352,971388196,5020,,Sim,,,2022-02-18
R_2VkklI6R2X3yTB8,2021-12-22T19:08:20.273Z,15,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://mg.olx.com.br/,desktop,95016475-5335-4114-bff2-c595c9860309,955702887,2020,,Sim,,,2022-02-18
R_2wSUDCMn72kyGB6,2021-12-22T19:29:52.379Z,119,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://pr.olx.com.br/,desktop,e51b5047-5802-4a60-a8dd-e85a54464b90,961023390,3040,,Sim,,,2022-02-18
R_1ezvi66ZQh34eJ4,2021-12-22T19:39:38.735Z,30,É muito bom negociar na OLX,4,"Deveria mostrar mais informações visuais dos usuários
",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,592b465e-c24f-4771-8ecb-89f30e6c63aa,indefinido,indefinido,,,Sim,,2022-02-18
R_1HtdE6UUrV6lnEd,2021-12-22T19:39:40.401Z,10,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,d0b12456-ae42-4fda-9be0-0f198df2bc17,indefinido,indefinido,,,Sim,,2022-02-18
R_2q9viRDmWXr1sjY,2021-12-22T19:44:55.514Z,21,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,desktop,9a053e48-eb4e-49f8-bef2-e916d849f49e,971756982,3040,,Sim,,,2022-02-18
R_DdUjCJ8nXpzufsd,2021-12-22T20:16:53.983Z,19,"É péssimo, nunca consigo fechar negócio",1,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,0c1fab10-e62b-4e1e-9f88-37f7215507fc,968583603,3040,,Sim,,,2022-02-18
R_3hrlEId6KW6rVh2,2021-12-23T00:29:38.055Z,43,É muito bom negociar na OLX,4,Muito bom! Time do chat tá de parabéns. ,Android,OLX_Buyer_Negotiation,,mobile,35ab8e9c-925a-41be-b3cc-b3df33f21411,963384927,3020,,,Sim,,2022-02-18
R_3e8qL5mkwmeZE50,2021-12-23T00:42:51.345Z,12,"É boa, consigo negociar",3,Muito boaa,Android,OLX_Buyer_Negotiation,,mobile,c1e9c5a5-3f7a-4bd8-803d-3a3ce3f6ee1e,961313960,3040,,,Sim,,2022-02-18
R_DvIaD4xMePlNIwp,2021-12-23T00:44:40.813Z,5,"É péssimo, nunca consigo fechar negócio",1,,Android,OLX_Buyer_Negotiation,,mobile,2778898e-50aa-4037-bd7d-8824091845e2,972030508,3020,,Sim,,,2022-02-18
R_3oBExhjQO6rtMZo,2021-12-23T00:47:24.088Z,11,É muito bom negociar na OLX,4,,Android,OLX_Buyer_Negotiation,,mobile,0e142409-77b9-4c35-b5c7-52ce0bbe144b,970180539,3040,,Sim,,,2022-02-18
R_TcHh7rT6cdTffR7,2021-12-23T00:53:21.685Z,37,"É boa, consigo negociar",3,Na maioria das vezes o APP trava e não é problema no cel e sim o próprio app,Android,OLX_Buyer_Negotiation,,mobile,33016c0d-91f0-4bed-9466-9af3b860db74,944764566,5100,,,Sim,,2022-02-18
R_1lcUoIT8IDuUK25,2021-12-23T19:08:01.039Z,25,"É boa, consigo negociar",3,AINDA EM NEGOCIAÇÃO!!!,Web,OLX_Buyer_Negotiation,https://sc.olx.com.br/,desktop,5fd9af51-1d5b-45fd-a622-85181cb98841,964854715,2101,,Sim,,,2022-02-18
R_1FyWcWOHYMh4AsZ,2021-12-23T19:08:16.756Z,15,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://rs.olx.com.br/,desktop,a65b6af3-66df-42c0-bb9e-098e8c49d270,indefinido,3040,Sim,,,,2022-02-18
R_AA4JbEmnae20X0B,2021-12-23T19:15:52.252Z,15,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,desktop,01bf9f94-97c1-4c13-93ce-a680c73871d0,968258926,2020,,Sim,,,2022-02-18
R_1QiLTn0ZBYI4tBe,2021-12-23T19:19:21.591Z,137,É muito bom negociar na OLX,4,Procuro um emprego de motorista tem cat ab,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,mobile,af4268d6-d3fe-4b5d-98b6-f756b89bbe77,indefinido,7020,Sim,,,,2022-02-18
