responseid,recordeddate,duration,q1_opcao,q1_nota,q2,plataforma,pesquisa,referer,di_device_type,pubaccid,list_id,category_id,intercept_user_inserted_ad,intercept_left_page,dt
R_2TGixMNNNiQzuj9,2022-02-16T03:04:53.026Z,100,"É ruim, tenho dificuldade",2,"Quando vc usar + OLX sempre identifica como mais de 1 produto e não publica anúncio.

Problemas com o chat q fecha e apaga msg q estavam sendo escrita.

",iOS,OLX_Seller_AdInsertion,,mobile,46aa5a0b-f2a8-4973-9f93-4b51524ad1f2,indefinido,indefinido,,Sim,2022-02-19
R_1inAJejze5AyLmj,2022-02-16T03:05:45.856Z,21,É muito bom publicar na OLX,4,,iOS,OLX_Seller_AdInsertion,,mobile,c0411d2d-8cc8-4f6b-81ff-927f4d6a6194,,,Sim,,2022-02-19
R_3F4AprP7ObE8Ept,2022-02-16T03:06:38.667Z,8,É muito bom publicar na OLX,4,,iOS,OLX_Seller_AdInsertion,,mobile,d4c60925-7cbe-4636-a0d6-c4cbc23f08c2,,,Sim,,2022-02-19
R_u3yWpDBg79QXUPL,2022-02-16T04:38:10.406Z,17,É muito bom publicar na OLX,4,,Android,OLX_Seller_AdInsertion,,mobile,af3b50c4-54da-42ff-8205-40cc15e1e232,indefinido,indefinido,,Sim,2022-02-19
R_3Rey6gniFwmiKfw,2022-02-16T05:15:47.320Z,43,É muito bom publicar na OLX,4,Fa,Android,OLX_Seller_AdInsertion,,mobile,cacdd7f9-8c5c-407c-a68f-325b023c2b21,,,Sim,,2022-02-19
R_1PT3D6f7P5s1rMC,2022-02-16T08:33:02.608Z,37,É muito bom publicar na OLX,4,A olx é top de mais,Android,OLX_Seller_AdInsertion,,mobile,c668f78c-89dc-4e0a-894f-fdf772db2b82,indefinido,indefinido,,Sim,2022-02-19
R_2WT0rq9OHE4SS3I,2022-02-16T09:18:09.782Z,11,É muito bom publicar na OLX,4,,Android,OLX_Seller_AdInsertion,,mobile,3839c597-a465-41d3-81fe-f125ce15ccaf,indefinido,indefinido,,Sim,2022-02-19
R_1o5fqglRYh4vhw7,2022-02-16T09:40:07.737Z,32,É muito bom publicar na OLX,4,Muito bom,Android,OLX_Seller_AdInsertion,,mobile,04bf92a8-ca0a-4e3c-be94-bb23025eec84,indefinido,indefinido,,Sim,2022-02-19
R_2ydvCtsKiomBPjh,2022-02-16T10:09:08.913Z,303,"É bom, consigo publicar meus anúncios",3,Só acho que a Olx deveria ser mais criteriosa quanto aos clientes vejo vários anúncios que o email não é válido o anunciante ter a opção de ocultar o número de telefone. Tudo isso é um prato cheio para os golpista não é por acaso que está plataforma é onde tem mais golpista pela facilidade do próprio se ocultar,Android,OLX_Seller_AdInsertion,,mobile,72114edf-41a3-48da-92f1-c6ec1f13fe0d,,,Sim,,2022-02-19
R_2dYIooMl1ogPFPh,2022-02-16T10:13:49.603Z,22,"É bom, consigo publicar meus anúncios",3,,Android,OLX_Seller_AdInsertion,,mobile,cb77b886-4bad-440f-8924-5bbbe2d906fc,indefinido,indefinido,,Sim,2022-02-19
R_1gIvYIoaR1Wf31W,2022-02-16T10:26:28.927Z,11,É muito bom publicar na OLX,4,,Android,OLX_Seller_AdInsertion,,mobile,62d34c0d-fe46-41f7-9d60-15663ea824f3,,,Sim,,2022-02-19
R_1CI30hNhXjqJSGY,2022-02-16T10:37:48.614Z,30,É muito bom publicar na OLX,4,,Android,OLX_Seller_AdInsertion,,mobile,8356c7bc-6957-4e15-a5b5-06d320f836c0,,,Sim,,2022-02-19
R_2rZxGFLqjQs206l,2022-02-16T10:50:35.636Z,23,É muito bom publicar na OLX,4,,Android,OLX_Seller_AdInsertion,,mobile,63b11c20-155f-4e39-898c-1203ff27b45f,indefinido,indefinido,,Sim,2022-02-19
R_3fNS64C2NtpOeTd,2022-02-16T10:51:50.959Z,41,É muito bom publicar na OLX,4,Tudo ótimo não tenho q reclamar ,Android,OLX_Seller_AdInsertion,,mobile,02ce491c-c54b-468c-ab04-8f9f527e4204,,,Sim,,2022-02-19
R_3Dj8vclAAFYnPm6,2022-02-16T11:00:09.899Z,40,É muito bom publicar na OLX,4,Plataforma que atende as necessidades do seu cliente. ,Android,OLX_Seller_AdInsertion,,mobile,1388da6f-5078-4a1c-85f1-e0856d3cf741,indefinido,indefinido,,Sim,2022-02-19
R_30kGLU3vNconSyY,2022-02-16T11:55:21.590Z,55,É muito bom publicar na OLX,4,Já fiz vendas com vcs e gostei ,Android,OLX_Seller_AdInsertion,,mobile,46dc008a-6294-40a8-9b99-d9aba8aaf4a5,,,Sim,,2022-02-19
R_2pVRbs94jPbZFhb,2022-02-16T11:57:26.752Z,15,É muito bom publicar na OLX,4,,Android,OLX_Seller_AdInsertion,,mobile,d1cbb3ad-f14b-4393-a681-44d6bf292062,,,Sim,,2022-02-19
R_bD6kTtaiXCWqxFL,2022-02-16T17:01:23.196Z,11,"É péssimo, nunca consigo publicar meus anúncios",1,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,0e907322-e132-41cb-9f3c-aafd16325857,indefinido,indefinido,,Sim,2022-02-19
R_bI9OkB9k9sqde5b,2022-02-16T17:01:48.784Z,12,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,4f13619f-e066-49ad-99dd-dbcc61dfbff7,indefinido,indefinido,,Sim,2022-02-19
R_1DGOkmZckofd7FF,2022-02-16T17:01:53.825Z,23,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,041b4160-6dfe-4a5f-a232-89a995f9040d,indefinido,indefinido,,Sim,2022-02-19
R_2ASWkUnwVEbwas4,2022-02-16T17:02:02.828Z,20,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,36b918e3-10e7-455c-b830-f7a0ec85f344,indefinido,indefinido,,Sim,2022-02-19
R_3fxyJvLpg3hR89L,2022-02-16T17:02:05.676Z,15,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,68d380cf-d828-4026-b58e-7081abe15bbe,indefinido,indefinido,,Sim,2022-02-19
R_2fa4saC0ikjCCC0,2022-02-16T17:03:46.193Z,15,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/ai/form/0/,desktop,a0dfef4b-97ee-4619-bb97-594feabf4596,indefinido,indefinido,,Sim,2022-02-19
R_UrlxLPoAxr7A2C5,2022-02-16T17:03:48.276Z,17,"É ruim, tenho dificuldade",2,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,9ba215ae-5ecf-4ef2-bb06-310f588f1ffe,indefinido,indefinido,,Sim,2022-02-19
R_Pw8FVq18MBaSWtP,2022-02-16T17:03:55.663Z,42,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,8a96316e-e99f-4f12-8cb5-3183d161025a,indefinido,indefinido,,Sim,2022-02-19
R_SOh4ecViD0ot48p,2022-02-16T17:04:04.366Z,8,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,c0c1937f-e32a-4f0d-8ccf-a2862caecc59,indefinido,indefinido,,Sim,2022-02-19
R_R8NVzmvd4ctb1oB,2022-02-16T17:04:05.438Z,18,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,787d2c7e-8b32-4ad7-94d7-6c1960ec2945,indefinido,indefinido,,Sim,2022-02-19
R_z9hlzmducBuxmAF,2022-02-16T17:04:50.560Z,13,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,9adb294f-1f62-480a-8ff5-2ae60e8fa019,indefinido,indefinido,,Sim,2022-02-19
R_1g22KdoiZOYQoG7,2022-02-16T17:05:09.064Z,21,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,e68a2960-0976-43f7-8f0c-5fdea6c576a9,indefinido,indefinido,,Sim,2022-02-19
R_V1Z9KqPBds3JTLH,2022-02-16T17:05:22.203Z,27,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,23943fb9-bc62-4f43-9078-6a936074d79e,indefinido,indefinido,,Sim,2022-02-19
R_bCUjpMCLNA3x7EZ,2022-02-16T17:05:39.666Z,153,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,56d197f6-ae92-49d0-b5bc-3816dbe79a8a,indefinido,indefinido,,Sim,2022-02-19
R_2zkfTBEcvTs9Y7A,2022-02-16T17:10:40.867Z,32,"É bom, consigo publicar meus anúncios",3,boa experiencia,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1558a87a-7dc3-46db-a5ef-8b3e835009a0,,,Sim,,2022-02-19
R_2YghAlfYuvddwAV,2022-02-16T17:15:01.970Z,23,É muito bom publicar na OLX,4,mt bom vlw garena,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,2212307a-6ee7-40b3-abe6-a1c86229bc97,,,Sim,,2022-02-19
R_3g8cSQFYBsccuOE,2022-02-16T17:15:54.809Z,12,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,be111e3d-e193-49a2-961d-aec0410affdd,,,Sim,,2022-02-19
R_b8949f4EJD5FZ4t,2022-02-16T17:19:19.169Z,176,É muito bom publicar na OLX,4,estou gostando bastante de usar a plataforma,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,6b193988-6684-4cbc-a646-901af0c6551e,,,Sim,,2022-02-19
R_3G2mAiOajetRMDf,2022-02-16T17:37:35.668Z,15,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,2f97e851-4f04-42a4-9c25-c55b2462922c,,,Sim,,2022-02-19
R_1OMMllUu8C65H2b,2022-02-16T17:40:13.441Z,17,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1c3556b7-83ac-4705-8bd3-a53cbe8afb73,,,Sim,,2022-02-19
R_27PcZdIF39fwocF,2022-02-16T17:47:39.850Z,10,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,df39abd4-efd1-40e1-b7eb-a7219747e5e5,,,Sim,,2022-02-19
R_12tIVf5XxUOOrra,2022-02-16T17:57:16.963Z,23,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,7f605631-b3e9-4f33-b722-c9c3780df8d9,,,Sim,,2022-02-19
R_2qx6QTqISm6SvJr,2022-02-16T17:59:44.764Z,31,"É bom, consigo publicar meus anúncios",3,publicar é fácil. só não é facil vender,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,0ba906b4-0954-444d-bec1-1edb96d5689a,,,Sim,,2022-02-19
R_2YWBRKXCjOmEHt6,2022-02-16T18:07:26.523Z,8,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,20ce1d69-86d6-4d63-8294-8e4c62aeeb6c,,,Sim,,2022-02-19
R_3hg2cQelvyeeBww,2022-02-16T18:09:52.334Z,50,É muito bom publicar na OLX,4,exelente a olx,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,93f68448-1130-411a-b4c4-a4f970b8c989,,,Sim,,2022-02-19
R_2PvYrb7w6OPZ4w8,2022-02-16T18:12:05.540Z,69,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,0e190265-2110-4a47-bd2d-cb362403fc2f,,,Sim,,2022-02-19
R_3qgoL2guKFEYNB9,2022-02-16T18:17:51.675Z,45,É muito bom publicar na OLX,4,"Estou Gostando muito, Obrigado Pela Oportunidade, boa tarde",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,07ed0cb5-85de-41a0-8fa2-228a9efd82f2,,,Sim,,2022-02-19
R_237DYnH2NtsnDj6,2022-02-16T18:27:52.802Z,94,É muito bom publicar na OLX,4,Sim já efetuei várias vendas através do olx,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,8a4ec312-6f30-40ea-946d-8e6992571f34,,,Sim,,2022-02-19
R_23V5c4qBKqa7BBq,2022-02-17T03:01:42.576Z,17,É muito bom publicar na OLX,4,Ok,iOS,OLX_Seller_AdInsertion,,mobile,7537fa70-4b99-40be-b10e-f4246746d085,,,Sim,,2022-02-19
R_z8zmXC2vkG4UA8N,2022-02-17T03:02:17.061Z,9,É muito bom publicar na OLX,4,,iOS,OLX_Seller_AdInsertion,,mobile,f5aeb876-ec73-41b4-8ee9-ade0637f8a97,indefinido,indefinido,,Sim,2022-02-19
R_1JKDiygwIcmM1MX,2022-02-17T03:02:18.099Z,18,É muito bom publicar na OLX,4,,iOS,OLX_Seller_AdInsertion,,mobile,1ccf17d5-a025-477a-b276-be8e64fd0d6d,indefinido,indefinido,,Sim,2022-02-19
R_3FPPquVWIyWvPpe,2022-02-17T03:02:38.777Z,9,"É bom, consigo publicar meus anúncios",3,,iOS,OLX_Seller_AdInsertion,,mobile,21279464-d29c-41e0-a160-0dcb0fd1946a,indefinido,indefinido,,Sim,2022-02-19
R_1jg1v4PWtCOJFWK,2022-02-17T03:02:58.489Z,20,"É bom, consigo publicar meus anúncios",3,,iOS,OLX_Seller_AdInsertion,,mobile,d06f8fdd-aa4d-4bc1-aded-e34ad08e8d3b,indefinido,indefinido,,Sim,2022-02-19
R_2uqiP5HCXa889K6,2022-02-17T03:03:18.644Z,22,"É bom, consigo publicar meus anúncios",3,,iOS,OLX_Seller_AdInsertion,,mobile,72dca319-9626-46e7-b37b-adb81d741d46,indefinido,indefinido,,Sim,2022-02-19
R_SAZ4wk5RNvFYT8l,2022-02-17T03:03:23.958Z,49,É muito bom publicar na OLX,4,Plataforma de boa interação e com grande alcance. ,iOS,OLX_Seller_AdInsertion,,mobile,6ba3834f-acd0-43a7-8db1-718a6c6a2f6e,indefinido,indefinido,,Sim,2022-02-19
R_3HpM5iizwkOovl3,2022-02-17T03:03:38.681Z,55,É muito bom publicar na OLX,4,,iOS,OLX_Seller_AdInsertion,,mobile,e7e78d55-7797-4090-8101-dbbfed5e5b68,,,Sim,,2022-02-19
R_2TuXMgYShrZmaQJ,2022-02-17T03:03:55.796Z,36,É muito bom publicar na OLX,4,Excelente ,iOS,OLX_Seller_AdInsertion,,mobile,d8c8066f-8d77-4e3d-99dd-315b1a44eb0c,indefinido,indefinido,,Sim,2022-02-19
R_3dDDBVKHC8nV8hE,2022-02-17T03:04:14.441Z,7,É muito bom publicar na OLX,4,,iOS,OLX_Seller_AdInsertion,,mobile,3a8deb44-c91c-43be-887d-d6f5b1caf3b7,,,Sim,,2022-02-19
R_3PLFvJVvAgiV1h3,2022-02-17T03:04:56.271Z,21,É muito bom publicar na OLX,4,Gosto muito da olx,iOS,OLX_Seller_AdInsertion,,mobile,e945ffac-d62f-4e40-a52e-c17050d62d8b,,,Sim,,2022-02-19
R_24kouSohUTzUb2I,2022-02-17T03:05:10.583Z,15,É muito bom publicar na OLX,4,,iOS,OLX_Seller_AdInsertion,,mobile,830c8c89-35cd-4f30-95ab-590c13da5676,,,Sim,,2022-02-19
R_2dSFYZFdPgEwf0P,2022-02-17T03:05:23.467Z,10,É muito bom publicar na OLX,4,,iOS,OLX_Seller_AdInsertion,,mobile,f3e7b6c9-a09a-4aa6-a196-e34801735a66,,,Sim,,2022-02-19
R_1GDPB7vU4ROMyk0,2022-02-17T03:05:49.829Z,19,É muito bom publicar na OLX,4,,iOS,OLX_Seller_AdInsertion,,mobile,efa094e4-7aec-4781-8bfb-91ae2784a6d0,,,Sim,,2022-02-19
R_2VezzHrULKrPbRl,2022-02-17T04:15:38.627Z,23,É muito bom publicar na OLX,4,,Android,OLX_Seller_AdInsertion,,mobile,adbb74f4-fa62-4922-b5f2-8c018b0633a1,indefinido,indefinido,,Sim,2022-02-19
R_3iwnv2suQig5Zxg,2022-02-17T04:19:41.881Z,59,"É péssimo, nunca consigo publicar meus anúncios",1,Entraram na minha cojta anunciando uma moto e eu nao consigo excluir essa droga. Tenho um anúncio no modo gratuito e não consigo editar. É uma porcaria.,Android,OLX_Seller_AdInsertion,,mobile,5ce2bb8b-a913-45f5-b0a5-147bc1600200,indefinido,indefinido,,Sim,2022-02-19
R_2B9FPSfLrMB2XAj,2022-02-17T04:23:15.245Z,30,É muito bom publicar na OLX,4,Já fiz várias vendas aqui obg,Android,OLX_Seller_AdInsertion,,mobile,3acc667d-00f1-4169-b7bd-f5c556c50526,,,Sim,,2022-02-19
R_3hlNKkZVCjHJSk2,2022-02-17T05:30:51.906Z,81,É muito bom publicar na OLX,4,compro e vendo na olx super Índico vendo muito rápido nunca tive problema ,Android,OLX_Seller_AdInsertion,,mobile,05756813-f7ff-4340-872a-4fd5f1fa682b,,,Sim,,2022-02-19
R_2cnMDGhlCGeAt2y,2022-02-17T05:35:58.615Z,67,"É bom, consigo publicar meus anúncios",3,"Olha eu gostei da experiência mais pode melhorar algumas coisinhas
",Android,OLX_Seller_AdInsertion,,mobile,5f311085-c76e-4557-95d4-42866ee7d6a4,,,Sim,,2022-02-19
R_1GTzraL76dCcAUX,2022-02-17T09:06:12.747Z,16,É muito bom publicar na OLX,4,,Android,OLX_Seller_AdInsertion,,mobile,549b582d-3ebc-4ed6-a977-d267f4420c8b,,,Sim,,2022-02-19
R_22VNbLC7kgY0PAF,2022-02-17T09:15:36.323Z,80,"É ruim, tenho dificuldade",2,Já perdi muitos anúncio pagos pq a Olx excluí!,Android,OLX_Seller_AdInsertion,,mobile,3f7cb193-85be-4b06-bb1d-62c92e4a1d52,,,Sim,,2022-02-19
R_1GI8BEKNkvnIRjW,2022-02-17T09:58:40.175Z,183,É muito bom publicar na OLX,4,"Tudo que quero vender e comprar , o faço pela OLX. Tenho feito excelentes negócios . OLX obrigada .",Android,OLX_Seller_AdInsertion,,mobile,72301e6b-77ad-45c9-95cf-bfc5a60f2d72,indefinido,indefinido,,Sim,2022-02-19
R_2SBHIkv8WZAEHkC,2022-02-17T10:03:11.674Z,75,É muito bom publicar na OLX,4,"Antes era gratis.
Depois tinha uma quantidade permitida pra anunciar no mês 
Agora nem 1 por mês. 
Migrando pra outro app!!!",Android,OLX_Seller_AdInsertion,,mobile,10b0cfdc-1720-4041-a79c-a9f048d659a0,,,Sim,,2022-02-19
R_r71aDPWoPxQ4LVD,2022-02-17T10:36:52.347Z,88,"É ruim, tenho dificuldade",2,"OLX focou muito no dinheiro, estou conseguindo fazer vendas muito mais rápido pelo Facebook do que pela OLX...",Android,OLX_Seller_AdInsertion,,mobile,4eb90844-3c91-4423-9c7e-9f9417d4fbfa,indefinido,indefinido,,Sim,2022-02-19
R_1fkOY6fVLcfypME,2022-02-17T10:44:22.120Z,13,É muito bom publicar na OLX,4,,Android,OLX_Seller_AdInsertion,,mobile,f2121a7e-a5b7-498e-9ec5-28b74aaf5b89,indefinido,indefinido,,Sim,2022-02-19
R_Bti9ykzFi464NAR,2022-02-17T10:45:01.576Z,84,É muito bom publicar na OLX,4,Olx sinceramente desculpa mas voces estão removendo meus Anuncio sendo que tá tudo correto . Aí gastei também dinheiro pra prata e você removeram isso e um absurdo hoje pra mim e nota 3. De 5 . Precisa melhorar isso ,Android,OLX_Seller_AdInsertion,,mobile,c7b44550-3f43-4518-8608-857e5affb829,,,Sim,,2022-02-19
R_1dcu8B6XAaz28Ef,2022-02-17T10:45:02.191Z,18,É muito bom publicar na OLX,4,,Android,OLX_Seller_AdInsertion,,mobile,b4520b3d-a563-4b95-a2a9-9116d749c497,indefinido,indefinido,,Sim,2022-02-19
R_1jND9upeKE5vWLl,2022-02-17T11:12:17.666Z,23,É muito bom publicar na OLX,4,Excelente ,Android,OLX_Seller_AdInsertion,,mobile,8239cc78-9f98-4840-9dcb-a60911a9fccf,indefinido,indefinido,,Sim,2022-02-19
R_2EtmU5mGeai09Rn,2022-02-17T19:02:18.672Z,17,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,46602c24-0ce3-413d-91d6-90bddb4e5051,indefinido,indefinido,,Sim,2022-02-19
R_2tioQd3VjjjMwOb,2022-02-17T19:02:51.477Z,79,"É bom, consigo publicar meus anúncios",3,A olx é um meio muito útil para desapego de coisas que não queremos mais. Tem sempre alguém querendo alguma coisa que estamos desapegando e a olx junta as duas partes. ,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,a8bc11db-bf6e-4d39-a8b2-deb4c4c9696c,indefinido,indefinido,,Sim,2022-02-19
R_1mXmphOQqTtFVop,2022-02-17T19:03:08.141Z,15,É muito bom publicar na OLX,4,Muito boa,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,9032cd6f-9e5b-4bf2-b75a-145b36da1062,indefinido,indefinido,,Sim,2022-02-19
R_3HFAELv9JGU4AcO,2022-02-17T19:03:30.599Z,30,"É ruim, tenho dificuldade",2,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,057a3918-42ef-4074-ae9a-60c1a39b8c48,indefinido,indefinido,,Sim,2022-02-19
R_1i82XMX5j9XVcB1,2022-02-17T19:03:41.226Z,75,É muito bom publicar na OLX,4,Tenho obtido resultados muito bons com as minhas publicações na OLX,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,ac055838-75bf-417b-8392-4c390c4d47f5,indefinido,indefinido,,Sim,2022-02-19
R_2D85D8MMfaNJROv,2022-02-17T19:04:04.389Z,40,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,915f75a5-8b2b-4186-885f-1f09f3dffdd6,indefinido,indefinido,,Sim,2022-02-19
R_1CwFscVdLuHEQ4k,2022-02-17T19:04:37.644Z,26,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,ed7e691e-6e64-4054-b086-eeef6a90a47a,indefinido,indefinido,,Sim,2022-02-19
R_1H8Ge6gj95XMKkK,2022-02-17T19:05:10.482Z,114,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,ddcfac65-eadb-4a42-a518-b3b196a1d9fa,indefinido,indefinido,,Sim,2022-02-19
R_31YJgyJKUrYB0H0,2022-02-17T19:05:12.988Z,87,É muito bom publicar na OLX,4,Deveria haver um botão para passar o anúncio publicado direto para o novo OLX Pay (compra segura). Pois estou tendo que anunciar novamente.,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,353ef092-82cc-4b57-a2dc-6761370d7a44,indefinido,indefinido,,Sim,2022-02-19
R_3nHn8Z82EG72LzY,2022-02-17T19:05:39.321Z,25,É muito bom publicar na OLX,4,Foi muito fácil.,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,00e97bdc-9fa1-46c0-9948-14f8dbd39053,indefinido,indefinido,,Sim,2022-02-19
R_12upihFCK91fO2R,2022-02-17T19:06:29.222Z,10,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,3435aca2-a833-484a-9275-e32a9d2625fc,indefinido,indefinido,,Sim,2022-02-19
R_tWYVI03oXePuMqB,2022-02-17T19:06:47.167Z,57,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,117fc5bf-5147-4244-b383-8a62d5da3dc7,indefinido,indefinido,,Sim,2022-02-19
R_1lryGRTAWCVgWYF,2022-02-17T19:06:57.022Z,46,É muito bom publicar na OLX,4,Poderia agilizar conetando por CEP ,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,490ac4c1-a5f9-4479-8fcc-523996dacc18,indefinido,indefinido,,Sim,2022-02-19
R_2Ba1r7Tk7sYrOVe,2022-02-17T19:07:12.900Z,22,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,948b0e44-3bb6-4bcc-ab27-f9768a9f09d0,indefinido,indefinido,,Sim,2022-02-19
R_3oZSgUJL84cmN2W,2022-02-17T19:20:44.902Z,12,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1782c766-882a-4436-a660-f449c1e350f7,,,Sim,,2022-02-19
R_WuRyLqVc5WQsLGF,2022-02-17T19:34:16.180Z,33,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,4a7a29d5-0170-48cf-be78-65d6ceb007c9,,,Sim,,2022-02-19
R_2dFMMJYzjdGU5GJ,2022-02-17T19:38:09.880Z,24,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,e211b974-c9d0-481a-a5b7-7fe593b75e52,,,Sim,,2022-02-19
R_29cQlrlxjHQWbZ6,2022-02-17T19:39:56.966Z,127,"É bom, consigo publicar meus anúncios",3,"Os valores dos pacotes de planos sao caros,e  as publicaçoes
gratuitas poucas.",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,2db091fc-8c86-4bd6-aab6-1158b034d390,,,Sim,,2022-02-19
R_skffx17b0KHyjjH,2022-02-17T19:43:51.486Z,12,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,401c49e3-f554-4c77-b874-e5c341b51df7,,,Sim,,2022-02-19
R_1173yVmy9b4eVby,2022-02-17T19:44:29.835Z,34,É muito bom publicar na OLX,4,Eu adoro a OLX. Minha parceira em todos os momentos.,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,52e020d7-7e03-4802-a894-1fc3e8593e04,,,Sim,,2022-02-19
R_1jPrcsKlYqGTJBY,2022-02-17T19:46:00.344Z,6,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,511ced7e-e223-4ae1-bf8d-bd16b84654a4,,,Sim,,2022-02-19
R_2rpFVqoTL0JKWu0,2022-02-17T19:56:06.172Z,69,"É bom, consigo publicar meus anúncios",3,"As pessoas entram em contato, mas grande parte posteriormente não responde ao chat.",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,79df4c9e-4c5a-4655-a3b3-bc779fc09982,,,Sim,,2022-02-19
R_3fYUtax4Errm7D9,2022-02-17T20:00:47.061Z,64,"É bom, consigo publicar meus anúncios",3,Estou experimentando,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,7bad2237-df1f-4065-a398-dbb840bed221,,,Sim,,2022-02-19
R_8vK8dFWxFvGPb9L,2022-02-17T20:03:27.089Z,27,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,9c251ae2-1ec8-4274-959c-30b72bb2315b,,,Sim,,2022-02-19
R_DcuFA6yfnOquJcB,2022-02-17T20:18:50.990Z,58,"É bom, consigo publicar meus anúncios",3,"gostei de anunciar , porem deveria ter mais disponibilidade de trocar o anuncio dentro do mes ",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,62745fcf-835d-471e-86b2-8e3fdd3577f8,,,Sim,,2022-02-19
