responseid,recordeddate,duration,q1_opcao,q1_nota,q2,plataforma,pesquisa,referer,di_device_type,pubaccid,list_id,category_id,intercept_user_logged_into_olxpro,dt
R_BQV9pUhcjWz17Md,2022-01-31T18:24:27.832Z,98,"É ruim, tenho dificuldade",2,Melhorar a plataforma para facilitar o acesso,Web,OLX_SellerPro_Gestao,,mobile,2c366a50-4c99-44fc-9235-4e6852e8c219,indefinido,indefinido,Sim,2022-02-13
R_1Cy9ptoTHpgiORK,2022-01-31T19:35:47.542Z,48,É muito bom gerenciar meus anúncios na OLX,4,EXCELENTE RETORNO DE VENDAS ,Web,OLX_SellerPro_Gestao,,desktop,3035b9ea-5604-475b-b6de-a19ee88a65f4,indefinido,indefinido,Sim,2022-02-13
R_29fUF6abmot5oIw,2022-01-31T19:49:29.808Z,29,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,474605ea-283e-4c65-a1ac-598f7cfb7c1b,indefinido,indefinido,Sim,2022-02-13
R_3KwhCpo5HYpt9eh,2022-01-31T22:41:03.556Z,85,"É boa, consigo gerenciar meus anúncios",3,gostaria mais contato via telefone para mais esclarecimentos,Web,OLX_SellerPro_Gestao,,desktop,9d53cb9b-daa0-4ffe-a689-348903e7b87c,indefinido,indefinido,Sim,2022-02-13
R_DRVWJZVqG7VlhDP,2022-01-31T23:05:08.102Z,29,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,2d39dc22-b933-4626-b426-d4db446d1d3d,indefinido,indefinido,Sim,2022-02-13
R_2CZXJc6UmSy3hE3,2022-02-01T01:14:40.414Z,23,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,d58d9880-cb94-43aa-a789-58937762c053,indefinido,indefinido,Sim,2022-02-13
R_2wzyao42Jf8Wfdj,2022-02-01T01:36:41.407Z,46,"É boa, consigo gerenciar meus anúncios",3,hj nao,Web,OLX_SellerPro_Gestao,,desktop,ec289e26-c1b0-4460-b1dd-e59218f48970,indefinido,indefinido,Sim,2022-02-13
R_28UKwVZ1uAdeNiq,2022-02-01T15:53:41.752Z,17,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,681a0ae1-567b-47be-a83b-79ca6cb8d48a,indefinido,indefinido,Sim,2022-02-13
R_1reN98yTp6pREeC,2022-02-01T16:14:20.265Z,16,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,f0f503ba-d35d-43ae-a2fc-00dfe903d529,indefinido,indefinido,Sim,2022-02-13
R_7X5szOZepCahAu5,2022-02-01T17:13:51.608Z,14,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,d214d80f-9bc0-4c6b-9356-58c7855de9dd,indefinido,indefinido,Sim,2022-02-13
R_SK63nBEfdv6c4z7,2022-02-01T17:23:51.410Z,33,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,d806a226-b54a-4e81-a452-2edef7766f91,indefinido,indefinido,Sim,2022-02-13
R_9SjtSK07umSJvrP,2022-02-01T18:04:53.622Z,7,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,,indefinido,indefinido,Sim,2022-02-13
R_2EcMIUzuBYthUV9,2022-02-01T18:54:29.634Z,42,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,090790db-55c0-4c0b-ba9e-ca7497053d4e,indefinido,indefinido,Sim,2022-02-13
R_2QQzOozHBR8efZX,2022-02-01T19:02:58.494Z,19,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,,indefinido,indefinido,Sim,2022-02-13
R_3suLGqMFzejw4XV,2022-02-01T19:27:18.251Z,24,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,,indefinido,indefinido,Sim,2022-02-13
R_OfKLi9iROrEN6nL,2022-02-01T21:19:08.479Z,26,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,389c7005-220b-43f7-8132-350da6121566,indefinido,indefinido,Sim,2022-02-13
R_2YzlaiOpU68fUz0,2022-02-01T22:25:30.248Z,16,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,mobile,a48e9c14-a34f-4642-8160-d0eff1d81a3b,indefinido,indefinido,Sim,2022-02-13
R_1KpCkiY0Rc8mE0Z,2022-02-01T23:44:04.443Z,63,"É ruim, tenho dificuldade",2,Sistema Instavel. Edição demora. Constantemente fora do ar. Aumento do valor do plano foi absurdo!,Web,OLX_SellerPro_Gestao,,mobile,ee14426e-13c1-45a9-aaf1-c9b4597c877b,indefinido,indefinido,Sim,2022-02-13
R_3pnXeS84c56QVEI,2022-02-02T17:57:19.947Z,17,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,82a84ae3-46c5-45a4-b59b-873868e0077f,indefinido,indefinido,Sim,2022-02-13
R_1jUlJHOj1L1emFa,2022-02-02T18:15:20.658Z,17,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,3047f99b-ceb6-4f25-87f3-e41184fd7985,indefinido,indefinido,Sim,2022-02-13
R_0enCuac7o2vmyGZ,2022-02-02T18:33:15.250Z,14,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,54b0beb0-0be8-4717-8a76-e4bbafc8119e,indefinido,indefinido,Sim,2022-02-13
R_31szjo7aTROArxk,2022-02-11T14:58:46.258Z,22,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,2e0c380a-55b0-4a21-90f6-be4dcce95005,indefinido,indefinido,Sim,2022-02-13
R_1ir5rzvCU5SR1pp,2022-02-11T17:27:42.395Z,92,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,aef85d50-0a2e-47f5-84d4-76ea5f35d7e7,indefinido,indefinido,Sim,2022-02-13
R_1jB4f7zIRp8iOFP,2022-02-11T19:46:11.722Z,18,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,4c8cda68-6d7d-4603-80fe-65290722921e,indefinido,indefinido,Sim,2022-02-13
R_25LbmCV9YSzq5OB,2022-02-11T19:51:21.127Z,110,"É boa, consigo gerenciar meus anúncios",3,"Dificuldade no suporte, não reconhecem meu CNPJ então não consigo entrar no whatsapp, não respondem email (erro), pessima experiencia com o suporte.",Web,OLX_SellerPro_Gestao,,desktop,42b93cc5-6633-4be1-b8d2-ccb006dd014f,indefinido,indefinido,Sim,2022-02-13
R_pFpj6xZ6jfzinYd,2022-02-11T20:18:03.495Z,26,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,76049754-138a-46cb-b73b-05dacaf642d5,indefinido,indefinido,Sim,2022-02-13
R_9vGjiPmpqb5XhcJ,2022-02-11T20:58:21.682Z,44,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,8b86439e-15a8-4a22-be96-a781050ed7a3,indefinido,indefinido,Sim,2022-02-13
R_2V3kvS17veVZXSb,2022-02-12T11:49:29.557Z,41,"É péssima, nunca consigo gerenciar meus anúncios",1,Esta dando falha e não conseguiram resolver a situação,Web,OLX_SellerPro_Gestao,,desktop,18708849-106c-4ae9-b02d-d86cba16dd05,indefinido,indefinido,Sim,2022-02-13
R_YWZMNnjaId4j5Cx,2022-02-12T12:24:54.796Z,66,"É boa, consigo gerenciar meus anúncios",3,Interessante a visualização dos imóveis ,Web,OLX_SellerPro_Gestao,,mobile,e8f134bc-f446-4b14-a253-eb0ddea7ec3d,indefinido,indefinido,Sim,2022-02-13
R_3KPJp5w3gISJC3a,2022-02-12T12:27:03.888Z,49,"É boa, consigo gerenciar meus anúncios",3,"Poderiam melhorar o preço,  pois quem está começando não tem muita oportunidade para o número de anúncios ",Web,OLX_SellerPro_Gestao,,mobile,981a43e9-059b-4b69-926f-c283c391af79,indefinido,indefinido,Sim,2022-02-13
R_3245b6G2IzCGLxQ,2022-02-12T14:49:10.210Z,181,"É ruim, tenho dificuldade",2,"nao tem como fazer busca de um carro, tem que olhar um por um no estoque. so pelo PRO.OLX.COM.BR E QUE E POSSIVEL .",Web,OLX_SellerPro_Gestao,,desktop,d16d9ed9-2c25-4b04-8ab4-055df0504c5f,indefinido,indefinido,Sim,2022-02-13
R_1mkiqEjq0mt0hdZ,2022-02-12T21:49:10.661Z,30,"É péssima, nunca consigo gerenciar meus anúncios",1,Estou com problemas técnicos e ninguém resolver nada.,Web,OLX_SellerPro_Gestao,,mobile,596b37e9-cfec-498a-aafb-44ea6d5be801,indefinido,indefinido,Sim,2022-02-13
R_2dAWGQlJuzfgQqn,2022-02-13T00:46:51.679Z,105,"É ruim, tenho dificuldade",2,"quanto mais informçoes tivermos, melhor. Fazer Branding do Olx Pay , Clientes nao conhecem e nao se sentem seguros em comprar. como façco para vender mais pelo olx Pay, nem eu como vendedor sei.",Web,OLX_SellerPro_Gestao,,desktop,a0921501-0e4d-4b47-9d66-78b5f9e3578d,indefinido,indefinido,Sim,2022-02-13
R_2TNVjjZDFeuozia,2022-02-13T01:46:58.753Z,62,É muito bom gerenciar meus anúncios na OLX,4,É Ótimo anunciar na OLX ,Web,OLX_SellerPro_Gestao,,mobile,34db988f-a695-4eca-98b4-c2685a2f92cd,indefinido,indefinido,Sim,2022-02-13
R_YRg1WApiqyUwHgB,2022-02-07T17:56:12.559Z,13,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,a2db378a-9f53-4c93-af53-5b1e9d20121d,indefinido,indefinido,Sim,2022-02-13
R_2aKzJHOms67EMHc,2022-02-07T18:14:02.605Z,56,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,b27ae0ef-8e7a-4f55-ac91-6ce958237bb9,indefinido,indefinido,Sim,2022-02-13
R_1ZBmM4ZDn9Z9NVT,2022-02-07T19:55:12.355Z,61,"É péssima, nunca consigo gerenciar meus anúncios",1,O site cai conforme entrou em outros campos.,Web,OLX_SellerPro_Gestao,,desktop,cf370083-f7c2-4f26-8a1b-15474ed7db85,indefinido,indefinido,Sim,2022-02-13
R_1EhR4xxHSmeZvuq,2022-02-07T20:06:41.884Z,52,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,ff69c4d6-6d5b-4662-9189-e2005d10a815,indefinido,indefinido,Sim,2022-02-13
R_3MlDSItuhqSbvug,2022-02-07T20:34:18.696Z,35,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,e5429b9e-f876-46ca-999e-6b537cc9f0e6,indefinido,indefinido,Sim,2022-02-13
R_29tYFGa6nRSstKZ,2022-02-08T00:35:09.740Z,226,É muito bom gerenciar meus anúncios na OLX,4,"Gostaria de informar, que tem alguns vendedores da OLX me chantegeando, dizendo que serei obrigada a comprar mais dois sites o zap e vivaa real, pois NÃO QUERO ESSES DOIS, GOSTO SOMENTO DA OLX, POR GENTLEZA me ajudem a ficar so com a OLX",Web,OLX_SellerPro_Gestao,,desktop,7e9f5e76-eb7f-480e-9525-559555c7c22f,indefinido,indefinido,Sim,2022-02-13
R_3qdRmAkSyJDakEH,2022-02-08T00:44:03.631Z,68,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,ba106ae4-feca-40a9-808b-105dcaeb5fa5,indefinido,indefinido,Sim,2022-02-13
R_2YJusacZIDKBb6q,2022-02-08T01:26:39.682Z,122,"É péssima, nunca consigo gerenciar meus anúncios",1,,Web,OLX_SellerPro_Gestao,,mobile,5b11ace0-4fa9-4cf8-ab90-7efbbc8eee65,indefinido,indefinido,Sim,2022-02-13
R_2CmoJk4dUv8B0iW,2022-02-08T09:52:10.920Z,12,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,5613a438-cd59-4e77-8869-d53b8f3bb702,indefinido,indefinido,Sim,2022-02-13
R_2DRIPGpbFasbvuf,2022-02-08T10:57:45.944Z,23,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,f1ec205d-2c62-4d14-9093-432bb8b4311c,indefinido,indefinido,Sim,2022-02-13
R_10xwWZ42Sblncex,2022-02-08T11:53:58.644Z,33,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,f9cf354a-007e-49ec-87f2-9958963f6937,indefinido,indefinido,Sim,2022-02-13
R_2cva8w3GrxbUsop,2022-02-08T12:05:52.676Z,23,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,f11ea505-771d-4da8-a405-8a4bd64654bf,indefinido,indefinido,Sim,2022-02-13
R_216ZHwOrwFoJIfD,2022-02-08T12:49:31.356Z,40,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,e71b96d6-9b47-4244-b666-3851fdb534ab,indefinido,indefinido,Sim,2022-02-13
R_3qpyM4da6Bs14SR,2022-02-08T13:13:38.831Z,34,É muito bom gerenciar meus anúncios na OLX,4,gosto da olx . ,Web,OLX_SellerPro_Gestao,,desktop,005d0d1f-d09a-4955-9f36-911d0644a453,indefinido,indefinido,Sim,2022-02-13
R_2QZ0RGFkIAKzn6Y,2022-02-08T13:44:36.515Z,15,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,f5bdb0ee-213b-4d83-bc92-3610454acd01,indefinido,indefinido,Sim,2022-02-13
R_2fdJMk84PtpjGue,2022-02-08T13:49:17.898Z,31,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,7737a283-da23-478f-91c3-82a67a06d183,indefinido,indefinido,Sim,2022-02-13
R_vpGd4RJ663LiKpH,2022-02-08T14:14:08.591Z,7,"É péssima, nunca consigo gerenciar meus anúncios",1,,Web,OLX_SellerPro_Gestao,,desktop,d1690f16-0a71-48f5-9f33-ed18cab135cc,indefinido,indefinido,Sim,2022-02-13
R_W6hufvqXQ0Uv2CJ,2022-02-08T15:00:31.875Z,29,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,688457bc-54d8-4809-ab40-540a5bf776ad,indefinido,indefinido,Sim,2022-02-13
R_1MMK9EjvJnleJTP,2022-02-08T15:02:04.040Z,46,É muito bom gerenciar meus anúncios na OLX,4,Minha experiencia com olx e Excelente desde 2014 divulgo  com olx.,Web,OLX_SellerPro_Gestao,,desktop,9cac591e-45a8-488d-8a13-987b79f1ef03,indefinido,indefinido,Sim,2022-02-13
R_3BLXAm5dFvFsTFn,2022-02-08T16:30:05.619Z,13,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,4f8f41fb-6fbe-46da-9a5f-7f31dda8f045,indefinido,indefinido,Sim,2022-02-13
R_114xz2gRxT19qHR,2022-02-08T17:02:51.191Z,154,"É boa, consigo gerenciar meus anúncios",3,"Olx, tem uma comunicação ruim, quando acha com quem falar, reclamar! ",Web,OLX_SellerPro_Gestao,,mobile,18e48b15-353a-43bc-957a-0f3f6faac4d0,indefinido,indefinido,Sim,2022-02-13
R_enEg8cb5hXfa35L,2022-02-08T19:08:40.452Z,24,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,85957842-a214-445f-8007-17156083fc91,indefinido,indefinido,Sim,2022-02-13
R_3M3RDLB8kr3wynf,2022-02-08T21:44:10.078Z,57,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,962e6ba1-887b-4f19-9809-04d9f3868c5c,indefinido,indefinido,Sim,2022-02-13
R_25QNZEXqBfdidfo,2022-02-08T22:42:48.580Z,34,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,5f9fcb14-69fe-48a6-8db2-e91e9506c59e,indefinido,indefinido,Sim,2022-02-13
R_3jYwZTZiq50KXdA,2022-02-08T23:34:26.736Z,70,"É ruim, tenho dificuldade",2,"sempre tenho problemas para acessar minha area de cliente, para anunciar e fazer login. faz uns 2 meses que enfrento essa dificuldade, antes era tudo tranquilo ",Web,OLX_SellerPro_Gestao,,desktop,25bf890c-5045-4678-8d72-9b5eb99c2b93,indefinido,indefinido,Sim,2022-02-13
R_3hsfCbCJGWJ872p,2022-02-08T23:57:15.345Z,93,É muito bom gerenciar meus anúncios na OLX,4,"é exelente , aplenas os planos com valor execivos diversos !
e poucas vendas na olx pay . tirando isso me traz bastante clientes novos!
obs: se o plano aumentar eu desisto da olx !",Web,OLX_SellerPro_Gestao,,desktop,760d5df8-4f3d-447e-9e1d-95370384b1e7,indefinido,indefinido,Sim,2022-02-13
R_1n8WNCE09Jw9Pql,2022-02-09T02:00:19.901Z,16,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,c747cf9d-f491-47ac-88e1-bc6ce5f2a7ee,indefinido,indefinido,Sim,2022-02-13
R_3MrGAIdzb15dYOU,2022-02-09T02:34:39.673Z,23,É muito bom gerenciar meus anúncios na OLX,4,Top top,Web,OLX_SellerPro_Gestao,,mobile,8d2f4944-d1e6-42f7-84e3-2797f724eea7,indefinido,indefinido,Sim,2022-02-13
R_2v92Q7UfWjBcvz8,2022-02-09T02:36:04.587Z,112,"É ruim, tenho dificuldade",2,"Não existe uma busca direta, para localizar um produto meu no meu perfil. outro detalhe sao as formas de pagamento, opção de pix, difícil acesso. ",Web,OLX_SellerPro_Gestao,,mobile,57e7db8a-109a-459c-a449-169218c79ff4,indefinido,indefinido,Sim,2022-02-13
R_1etmZaaW5B3IkV0,2022-02-09T11:23:09.068Z,365,"É péssima, nunca consigo gerenciar meus anúncios",1,,Web,OLX_SellerPro_Gestao,,desktop,abcb6b18-e665-4153-94e7-2bb8bff37593,indefinido,indefinido,Sim,2022-02-13
R_pbnEk46awBmGkff,2022-02-09T12:29:31.922Z,142,"É boa, consigo gerenciar meus anúncios",3,"Acho errado a questão de bloquear anúncios alegando ser repetidos, pois meu negocio é muito semelhante e a maioria dos anúncios são realmente parecidos, aluguel de loja, que tem os valores aproximados e ficam no mesmo endereço. As fotos também são muito parecidas pois somos um rede de Shopping Popular. 
",Web,OLX_SellerPro_Gestao,,desktop,08914b9d-1b8a-4c1a-8ad1-8fcd215e3f1f,indefinido,indefinido,Sim,2022-02-13
R_C7iK2WjxHl52LMR,2022-02-09T12:29:51.684Z,11,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,004a233b-9fd9-44d7-aaad-58680b898a3f,indefinido,indefinido,Sim,2022-02-13
R_2EGCr3Qarpqb7Sa,2022-02-09T14:34:50.650Z,18,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,9f98b567-f0b9-445c-a908-2062570e7192,indefinido,indefinido,Sim,2022-02-13
R_2WC0DjlrlXSaflL,2022-02-09T15:28:48.827Z,57,"É boa, consigo gerenciar meus anúncios",3,"como sou cliente antigo , poderia me presentear com destaque pelo menos de 1 anuncio",Web,OLX_SellerPro_Gestao,,desktop,5c213067-11fe-42e6-afe2-eae926dcf1dc,indefinido,indefinido,Sim,2022-02-13
R_2R3utcuoizLuoAZ,2022-02-09T15:40:56.777Z,308,"É boa, consigo gerenciar meus anúncios",3,"1) Deveria existir a opção de desativar um anúncio temporariamente. Tenho 12 quitinetes em um condomínio. Ora todas estão alugadas, ora não, mas esse intervalo as vezes é de 1 semana. Então tenho que excluir o anúncio e depois de 1 semana criar novamente.
2) As vezes tenho apartamentos diferentes em um mesmo prédio (p.e. Um de 2 e outro de 3 dormitórios). A OLX bloqueia meu 2º anúncio porque a foto da fachada é igual...",Web,OLX_SellerPro_Gestao,,desktop,e2b8192f-ac99-4528-b515-3ab22f6e6535,indefinido,indefinido,Sim,2022-02-13
R_3j9xKFljB1sD7p2,2022-02-09T17:05:04.512Z,14,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,5bff3ca0-7fe4-4516-bfb2-bb5f97dbf038,indefinido,indefinido,Sim,2022-02-13
R_3kKT0xZAliyeQAI,2022-02-09T17:19:37.654Z,16,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,daf96025-3053-4a01-a864-c1cd4291ca09,indefinido,indefinido,Sim,2022-02-13
R_2AZksGBdqjbbTc3,2022-02-09T19:47:45.245Z,12,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,3413021a-b02a-48b7-8350-f7bc5f464e0c,indefinido,indefinido,Sim,2022-02-13
R_2aRCLTyowbYmMqk,2022-02-09T19:54:42.607Z,45,"É péssima, nunca consigo gerenciar meus anúncios",1,A plataforma olx pro está com diversos bugs e eu nunca consigo acessar a aba meus anúncios.,Web,OLX_SellerPro_Gestao,,desktop,6d2c5aba-bb40-449e-a912-d923159811ef,indefinido,indefinido,Sim,2022-02-13
R_32WtvrkHGw2iDjH,2022-02-09T22:25:56.945Z,15,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,e56bbf3d-7274-4c58-9588-3a6f75add07b,indefinido,indefinido,Sim,2022-02-13
R_0e33HfHzg2cYeWd,2022-02-09T22:54:08.844Z,39,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,a999807e-fbcf-4dae-a5df-94e112341206,indefinido,indefinido,Sim,2022-02-13
R_1K72CS7t44pn2BQ,2022-02-10T00:46:54.742Z,32,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,e5b65093-7a82-4855-ad22-e905fa43fdf2,indefinido,indefinido,Sim,2022-02-13
R_rl4Q1xurFaQDOlb,2022-02-10T09:33:49.672Z,16,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,48f6ee1b-5359-42ab-b411-d86f7c7cb278,indefinido,indefinido,Sim,2022-02-13
R_3kH9xNZ8yHwGElF,2022-02-10T10:21:32.505Z,19,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,2dce21d3-592e-4ac7-bef4-15743dbdd710,indefinido,indefinido,Sim,2022-02-13
R_7PYSdcX40AvA2JP,2022-02-10T10:40:23.745Z,42,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,3da766df-1780-461d-bcd8-646ad9dd1a0b,indefinido,indefinido,Sim,2022-02-13
R_4SK08BPoblOaJAl,2022-02-10T10:48:27.603Z,23,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,mobile,7846a038-2c28-4773-9904-d39dc513662f,indefinido,indefinido,Sim,2022-02-13
R_PUwHYWQeBQHAhod,2022-02-10T11:57:33.235Z,53,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,f816577f-045b-49f0-b602-a5ce4203bd8f,indefinido,indefinido,Sim,2022-02-13
R_1pJLZoJx7zvgOR3,2022-02-10T13:28:41.751Z,93,É muito bom gerenciar meus anúncios na OLX,4,Gostaria pagar meu boleto vence hoje,Web,OLX_SellerPro_Gestao,,mobile,448d57fe-2dea-4fe3-930c-45756355ad48,indefinido,indefinido,Sim,2022-02-13
R_3LYDniUMs84R4Po,2022-02-10T13:29:32.307Z,20,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,e6f10d41-cc6e-4844-bf48-131dcea6544f,indefinido,indefinido,Sim,2022-02-13
R_24oXSFjhM2mmodo,2022-02-10T14:52:07.866Z,59,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,5bff8d12-c6fe-42e0-9faf-337c6e50b022,indefinido,indefinido,Sim,2022-02-13
R_3GkxdfoTCVRziak,2022-02-10T16:04:17.536Z,13,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,a14c6db0-45d5-4386-b932-d754c0901885,indefinido,indefinido,Sim,2022-02-13
R_1okjltS8635e5b1,2022-02-10T17:13:06.346Z,105,"É boa, consigo gerenciar meus anúncios",3,"Meu plano foi cancelado e não tive um comunicado agora quero reativar mais aumentaram valor de 159 para 199,00

Estou realmente mt chateada com essa situação ",Web,OLX_SellerPro_Gestao,,mobile,bcd8b24c-943b-4859-a566-c8e42ec4993b,indefinido,indefinido,Sim,2022-02-13
R_WCf4KnvGO8CGLWp,2022-02-10T18:30:59.727Z,43,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,829bfe4b-5166-4354-8bf0-114f11faf80e,indefinido,indefinido,Sim,2022-02-13
R_2VrKccTRLqiFxI6,2022-02-10T18:36:42.979Z,26,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,18708849-106c-4ae9-b02d-d86cba16dd05,indefinido,indefinido,Sim,2022-02-13
R_56znMhB2ru0U2lj,2022-02-10T21:17:06.374Z,53,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,646a9faa-a0b9-4d7e-b22d-f4c72cf146be,indefinido,indefinido,Sim,2022-02-13
R_2EsYR4aLdM3oS1D,2022-02-10T23:16:42.538Z,36,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,desktop,2f8e2152-84c9-4c6e-abd2-66c16b311f5b,indefinido,indefinido,Sim,2022-02-13
R_3JI8d7n0C57sCFk,2022-02-10T23:36:09.873Z,13,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,202ca4b9-cd39-4421-a067-e9e23e2a6a40,indefinido,indefinido,Sim,2022-02-13
R_5577ieLTAtdkwAF,2022-02-11T02:15:57.205Z,51,"É ruim, tenho dificuldade",2,precisar de mais ferramentas,Web,OLX_SellerPro_Gestao,,desktop,3047f99b-ceb6-4f25-87f3-e41184fd7985,indefinido,indefinido,Sim,2022-02-13
R_25Ei7PzuVtkhGt4,2022-02-11T09:07:17.250Z,21,"É ruim, tenho dificuldade",2,,Web,OLX_SellerPro_Gestao,,mobile,ca49b052-a591-4778-89a8-880cc294d0da,indefinido,indefinido,Sim,2022-02-13
R_WpaawN9DDysK1gZ,2022-02-11T12:02:54.127Z,229,É muito bom gerenciar meus anúncios na OLX,4,"Esses tempos, cerca de um mes atras, tava dando erro pra entrar na conta. Mas acho que deve ser devido a alguma alteração de vcs. Eu gosto do pro.olx é uma boa pra atender os clientes no chat e gerenciar os anuncios",Web,OLX_SellerPro_Gestao,,desktop,32203f3e-bebd-40e5-b5b5-20cdc1af48f7,indefinido,indefinido,Sim,2022-02-13
R_24vIGMuk2lS7CJg,2022-02-11T13:13:16.782Z,11,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,mobile,c033ce80-ec7d-4b04-b511-d9abdb46de0a,indefinido,indefinido,Sim,2022-02-13
R_3nuccWWkjFNK9U5,2022-02-11T13:46:17.146Z,13,"É boa, consigo gerenciar meus anúncios",3,,Web,OLX_SellerPro_Gestao,,desktop,a011dac9-b8cb-45fc-acdd-1967aadaffd7,indefinido,indefinido,Sim,2022-02-13
R_1HcAalM2Q6Pvawd,2022-02-11T14:04:39.112Z,42,É muito bom gerenciar meus anúncios na OLX,4,,Web,OLX_SellerPro_Gestao,,desktop,ae407951-532e-4cc8-8612-d1d55c1b8699,indefinido,indefinido,Sim,2022-02-13
